custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
6312-ESUBSO-2JB,Zone 3,3,Male,48,35-49,August,16,Some college,"Operation, Fabrication, General Labor",No,14,11 to 15,No,86,4.45,$75 - $124,6.1,0.18,-1.72,5.07,1.62,No,Somewhat satisfied,Married,13,High school degree,2,13,1,0,0,0,0,0,12,Own,Single-family,26,More than 25,4,Own,Domestic,37.1,Standard,No,No,Car,Single occupancy,19,Yes,No,No,No,Yes,No,0,Yes,0,No,No response,Liberal,Yes,Yes,Yes,Discover,Gold,None,No,30,5,Visa,Platinum,Airline miles,No,23,More than 15,15,263.55,4,72.6,No,Oatmeal,65,No,21.35,3.06,1378.1,7.23,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,22.5,3.11,1330,7.19,No,0,#NULL!,0,#NULL!,1,No,No,None,Yes,No,No,No,No,Yes,22,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
3301-QNFJQS-QOS,Zone 3,4,Female,20,18-24,July,14,High school degree,Sales and Office,No,0,Less than 2,No,17,2.83,Under $25,16.3,0.76,-0.27,2.01,0.7,Yes,Highly dissatisfied,Unmarried,-1,Not married,1,3,0,3,0,0,0,0,0,Rent,Multiple-Family,1,Less than 3,5,Own,Domestic,8.4,Economy,Yes,No,Car,Single occupancy,24,Yes,No,No,No,Yes,No,0,No,0,No,No response,Moderate,Yes,No,Yes,Visa,None,Cash back,Yes,3,2,Mastercard,Gold,1,No,3,2 to 5,10,152.6,2,27.97,Yes,Energy bar,7,Yes,5.35,1.68,52.55,3.96,1,13.25,2.58,106.55,4.67,No,0,#NULL!,0,#NULL!,Yes,7,1.95,45,3.81,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,Yes,No,No,Yes,26,No,No,Yes,No,No,No,No,No,No,No,No,No
7712-CRYKYM-PWK,Zone 2,4,Female,78,>65,December,9,Did not complete high school,Service,No,13,11 to 15,Yes,12,2.48,Under $25,13.1,0.61,-0.49,0.96,-0.04,No,Neutral,Unmarried,-1,Not married,1,10,3,0,0,0,0,0,7,Own,Single-family,45,More than 25,2,Lease,Import,5.2,Economy,No,No,Walk,Non-motorized,32,Yes,No,Yes,No,No,No,0,Yes,0,No,No response,Liberal,No,Yes,Yes,Mastercard,Platinum,None,No,20,5,American Express,Gold,Cash back,Yes,21,More than 15,11,207.23,2,47.11,Yes,Oatmeal,52,No,10.25,2.33,507.4,6.23,1,30.75,3.43,1535.35,7.34,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,Yes,Yes,Yes,No,Yes,19,Yes,Yes,Yes,No,No,No,No,No,Yes,1,Yes,No
7499-JIRMYX-EU7,Zone 3,5,Male,70,>65,May,12,High school degree,"Operation, Fabrication, General Labor",No,25,More than 15,Yes,20,3,Under $25,3.2,0.18,-1.73,0.46,-0.77,No,Somewhat satisfied,Unmarried,-1,Not married,1,2,0,2,0,0,0,0,0,Own,Mobile Home,10,8 to 15,2,Lease,Import,10.5,Economy,No,No,Bus,Public transportation,35,Yes,No,Yes,Yes,Yes,No,1,Yes,0,No,Prices,Conservative,No,Yes,Yes,Other,Platinum,Cash back,Yes,17,5,Visa,Gold,1,No,13,11 to 15,16,484.35,8,329.94,No,Oatmeal,41,No,7.7,2.04,310.9,5.74,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,21.5,3.07,860,6.76,No,0,#NULL!,0,#NULL!,1,No,No,Dial-up,No,No,No,No,No,Yes,18,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No
3615-TLLDOM-3IM,Zone 5,5,Female,27,25-34,September,15,Some college,"Operation, Fabrication, General Labor",No,4,2 to 5,No,40,3.69,$25 - $49,14.6,2.2,0.79,3.64,1.29,No,Highly satisfied,Unmarried,-1,Not married,1,2,2,0,0,0,0,0,0,Own,Single-family,1,Less than 3,0,N/A,N/A,-1,N/A,N/A,No,Train/Subway,Public transportation,25,No,No,Yes,No,Yes,No,0,No,0,No,No response,Moderate,No,No,No,Mastercard,Other,None,No,9,3,Visa,Other,1,No,9,6 to 10,16,511.72,6,195.82,No,Cereal,28,Yes,10.45,2.35,311.3,5.74,1,16.5,2.8,450.05,6.11,Yes,38.7,3.66,1151.65,7.05,Yes,21.25,3.06,570,6.35,No,0,#NULL!,0,#NULL!,1,Yes,No,Other,No,No,Yes,No,Yes,Yes,22,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
6543-FOJEQC-NLV,Zone 4,5,Male,69,>65,February,18,College degree,Sales and Office,No,8,6 to 10,Yes,29,3.37,$25 - $49,11.3,0.41,-0.9,2.87,1.05,No,Somewhat satisfied,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Own,Single-family,9,8 to 15,3,Own,Domestic,17.2,Economy,Yes,No,Bus,Public transportation,35,No,Yes,No,Yes,Yes,No,0,Yes,0,No,Convenience,Liberal,Yes,No,No,Discover,Platinum,Cash back,Yes,4,2,American Express,Platinum,Cash back,No,3,2 to 5,9,370.72,4,200.38,No,Cereal,16,Yes,8.45,2.13,153.6,5.03,1,27.5,3.31,468,6.15,Yes,38.5,3.65,601.05,6.4,Yes,45.25,3.81,595,6.39,Yes,49.1,3.89,754,6.63,1,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,No,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No
7905-XHHBUD-Z8U,Zone 2,5,Male,33,25-34,September,11,Did not complete high school,Managerial and Professional,No,6,6 to 10,No,33,3.5,$25 - $49,3.2,0.55,-0.6,0.51,-0.68,Yes,Neutral,Unmarried,-1,Not married,4,8,0,1,0,0,0,0,7,Rent,Multiple-Family,7,4 to 7,0,N/A,N/A,-1,N/A,N/A,Yes,Train/Subway,Public transportation,29,No,No,No,No,Yes,No,1,Yes,0,Yes,No response,Slightly liberal,No,No,Yes,Mastercard,Gold,None,No,10,3,Visa,None,Airline miles,No,13,11 to 15,11,218.82,4,91.72,Yes,Cereal,33,No,8.4,2.13,290.3,5.67,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,9.25,2.22,305,5.72,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,No,Yes,15,Yes,Yes,Yes,No,No,No,No,No,No,1,No,No
2610-YGEKFL-GHX,Zone 3,2,Female,63,50-64,March,11,Did not complete high school,Managerial and Professional,No,10,6 to 10,No,41,3.71,$25 - $49,3.9,0.85,-0.16,0.75,-0.29,No,Somewhat satisfied,Unmarried,-1,Not married,1,1,0,1,0,0,0,0,0,Own,Condominium/Townhouse,32,More than 25,2,Own,Domestic,26.8,Standard,No,No,Car,Single occupancy,23,Yes,Yes,No,No,No,No,1,No,0,No,No response,Slightly conservative,No,No,No,Visa,None,Airline miles,No,20,5,Mastercard,Other,Airline miles,No,16,More than 15,7,308.54,8,307.82,Yes,Oatmeal,47,No,14.5,2.67,763.1,6.64,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,14,2.64,685,6.53,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,Yes,No,Yes,21,Yes,Yes,Yes,No,No,No,No,No,Yes,1,No,No
1930-FVKBNA-ZNU,Zone 3,1,Male,58,50-64,October,17,College degree,"Operation, Fabrication, General Labor",No,18,More than 15,No,42,3.74,$25 - $49,8.3,1.79,0.58,1.7,0.53,No,Somewhat satisfied,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Own,Mobile Home,12,8 to 15,5,Own,Import,28.7,Standard,No,Yes,Car,Single occupancy,16,Yes,No,No,No,No,No,0,No,0,No,No response,Moderate,No,No,Yes,Visa,Gold,Other,No,24,5,Mastercard,Platinum,Airline miles,No,16,More than 15,13,452.33,7,177.83,No,Oatmeal,44,Yes,31.3,3.44,1305.8,7.17,1,37.75,3.63,1712.55,7.45,Yes,54.5,4,2419.9,7.79,Yes,22.25,3.1,995,6.9,Yes,61.3,4.12,2641.5,7.88,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,21,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
0958-RBGAWF-RK3,Zone 5,4,Female,31,25-34,March,19,College degree,Managerial and Professional,No,3,2 to 5,No,21,3.04,Under $25,24.7,3.54,1.26,1.65,0.5,Yes,Somewhat dissatisfied,Unmarried,-1,Not married,1,4,2,2,0,0,0,0,0,Own,Condominium/Townhouse,7,4 to 7,1,Own,Import,11.8,Economy,Yes,No,Telecommute,Telecommute,31,No,No,No,Yes,No,Yes,0,No,0,Yes,Prices,Moderate,No,No,No,Discover,Other,Cash back,No,8,3,American Express,None,Other,No,7,6 to 10,10,199.79,6,131.31,Yes,Energy bar,16,Yes,3.8,1.34,73.8,4.3,0,0,#NULL!,0,#NULL!,Yes,38.8,3.66,527.7,6.27,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,1,Yes,No,DSL,Yes,No,No,No,Yes,Yes,15,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
1917-XSFHUJ-81B,Zone 3,2,Male,28,25-34,February,16,Some college,Sales and Office,No,1,Less than 2,No,30,3.4,$25 - $49,1.3,0.06,-2.85,0.33,-1.1,No,Highly dissatisfied,Unmarried,-1,Not married,1,5,0,0,0,0,0,0,5,Own,Single-family,4,4 to 7,2,Lease,Domestic,17.4,Economy,No,No,Car,Single occupancy,23,Yes,No,No,No,Yes,Yes,1,No,0,Yes,No response,Slightly conservative,No,No,No,Mastercard,Other,Airline miles,No,10,3,Visa,Gold,Cash back,No,9,6 to 10,10,148.5,2,39.08,Yes,Energy bar,34,No,3,1.1,127.65,4.85,0,0,#NULL!,0,#NULL!,Yes,33.25,3.5,1132.05,7.03,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,DSL,No,No,Yes,Yes,No,Yes,14,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
3493-KLVGST-NJE,Zone 4,1,Male,78,>65,April,13,High school degree,Managerial and Professional,No,18,More than 15,Yes,56,4.03,$50 - $74,7.3,1.62,0.48,2.47,0.9,No,Somewhat dissatisfied,Unmarried,-1,Not married,1,6,0,2,0,0,0,0,4,Own,Condominium/Townhouse,35,More than 25,5,Lease,Domestic,33.9,Standard,No,Yes,Car,Single occupancy,26,Yes,No,No,No,No,No,0,No,0,Yes,No response,Slightly conservative,No,Yes,No,American Express,Gold,None,No,31,5,Discover,Platinum,Airline miles,No,23,More than 15,12,1216.52,9,524.38,No,Oatmeal,61,No,11.7,2.46,682.45,6.53,1,30,3.4,1906.3,7.55,No,0,#NULL!,0,#NULL!,Yes,13.75,2.62,830,6.72,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,Yes,Yes,Yes,No,Yes,18,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
0609-DBWPTV-Y6C,Zone 4,2,Female,31,25-34,October,19,College degree,Managerial and Professional,No,1,Less than 2,No,21,3.04,Under $25,3.2,0.32,-1.15,0.36,-1.03,No,Highly dissatisfied,Unmarried,-1,Not married,1,7,0,0,0,0,0,0,7,Rent,Multiple-Family,8,8 to 15,2,Lease,Import,11.8,Economy,Yes,No,Bicycle,Non-motorized,22,No,No,No,No,No,No,1,No,0,No,No response,Slightly liberal,No,Yes,Yes,American Express,Other,Cash back,No,1,1,Discover,None,Cash back,No,1,Less than 2,9,210.16,8,189.14,Yes,Cereal,2,Yes,3.7,1.31,5,1.61,0,0,#NULL!,0,#NULL!,Yes,24.75,3.21,36.05,3.58,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,Dial-up,No,Yes,No,No,Yes,Yes,17,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
5142-LSPSGF-YV3,Zone 2,3,Female,31,25-34,November,20,Post-undergraduate degree,Managerial and Professional,No,1,Less than 2,No,37,3.61,$25 - $49,7.6,0.66,-0.41,2.15,0.77,Yes,Neutral,Unmarried,-1,Not married,1,1,0,0,1,0,0,0,0,Rent,Multiple-Family,9,8 to 15,3,Own,Import,24.7,Standard,Yes,No,Car,Single occupancy,32,Yes,No,No,No,No,No,1,No,0,No,No response,Conservative,Yes,Yes,Yes,Mastercard,None,Cash back,No,4,2,American Express,None,Airline miles,No,2,2 to 5,7,114.94,8,211.8,Yes,Energy bar,9,No,6.55,1.88,82.15,4.41,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,Cable modem,No,No,No,No,No,Yes,24,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
3925-TLDSPA-F84,Zone 4,1,Male,76,>65,April,6,Did not complete high school,Managerial and Professional,No,13,11 to 15,Yes,16,2.77,Under $25,4.9,0.06,-2.79,0.72,-0.32,No,Highly satisfied,Unmarried,-1,Not married,1,4,0,0,0,0,4,0,0,Rent,Multiple-Family,23,16 to 25,0,N/A,N/A,-1,N/A,N/A,No,Walk,Non-motorized,20,No,No,No,No,No,No,0,Yes,0,No,No response,Moderate,Yes,No,No,Visa,None,Cash back,No,40,5,Other,Gold,Cash back,No,30,More than 15,4,39.23,4,69.47,No,Oatmeal,72,No,22.05,3.09,1688.65,7.43,1,58.75,4.07,4138.35,8.33,No,0,#NULL!,0,#NULL!,Yes,100.25,4.61,7115,8.87,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,Yes,Yes,Yes,No,Yes,20,Yes,Yes,Yes,No,No,No,No,No,Yes,1,No,No
7910-TEZCWO-7AN,Zone 1,3,Male,25,25-34,October,16,Some college,Managerial and Professional,No,1,Less than 2,No,31,3.43,$25 - $49,1.5,0.09,-2.39,0.37,-0.99,No,Neutral,Married,13,High school degree,3,1,1,0,0,0,0,0,0,Own,Single-family,3,4 to 7,2,Lease,Import,13.5,Economy,No,Yes,Car,Single occupancy,25,Yes,No,No,Yes,No,No,0,No,0,No,No response,Slightly conservative,No,No,No,Discover,Gold,Cash back,Yes,3,2,Mastercard,Gold,1,No,3,2 to 5,12,323.43,9,151.75,No,Cereal,9,No,4.1,1.41,36.05,3.58,1,20,3,167.9,5.12,No,0,#NULL!,0,#NULL!,Yes,23,3.14,180,5.19,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,Yes,No,Yes,No,Yes,17,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
1383-AGUJAQ-A6E,Zone 1,1,Female,36,35-49,March,17,College degree,"Precision Production, Craft, Repair",No,8,6 to 10,No,100,4.61,$75 - $124,4.6,2.41,0.88,2.19,0.78,No,Somewhat satisfied,Married,13,High school degree,2,6,2,2,0,0,2,0,0,Own,Single-family,11,8 to 15,4,Own,Import,34.9,Standard,No,Yes,Car,Single occupancy,18,Yes,No,Yes,No,No,No,0,No,0,No,No response,Slightly conservative,No,Yes,No,Discover,Other,Airline miles,Yes,18,5,Visa,None,Other,No,16,More than 15,9,202.59,2,65.67,Yes,Cereal,48,No,9.65,2.27,446.1,6.1,1,37,3.61,1725.1,7.45,Yes,49.25,3.9,2357.9,7.77,No,0,#NULL!,0,#NULL!,Yes,69.6,4.24,3203,8.07,1,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,10,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
2759-ISJTJL-ZCJ,Zone 4,3,Male,46,35-49,April,13,High school degree,Managerial and Professional,Yes,9,6 to 10,No,67,4.2,$50 - $74,4,0.15,-1.9,2.53,0.93,No,Somewhat dissatisfied,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Rent,Single-family,13,8 to 15,3,Own,Import,16.8,Economy,No,Yes,Car,Single occupancy,24,Yes,No,No,No,No,No,1,No,0,No,No response,Slightly liberal,Yes,Yes,Yes,Visa,Platinum,None,No,4,2,Mastercard,Other,Airline miles,No,2,2 to 5,7,282.38,6,182.9,No,Oatmeal,8,Yes,2.3,0.83,16.45,2.8,1,13.75,2.62,94.1,4.54,Yes,30.35,3.41,242.2,5.49,Yes,13.5,2.6,115,4.74,Yes,28.1,3.34,181.6,5.2,0,Yes,Yes,Dial-up,Yes,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
7150-VIJPXR-SP5,Zone 4,4,Male,18,18-24,May,13,High school degree,Agricultural and Natural Resources,No,0,Less than 2,No,19,2.94,Under $25,7.8,0.71,-0.34,0.77,-0.26,Yes,Highly dissatisfied,Married,12,High school degree,5,0,0,0,0,0,0,0,0,Own,Multiple-Family,0,Less than 3,3,Own,Import,8.2,Economy,Yes,No,Car,Single occupancy,30,Yes,No,No,No,No,No,0,Yes,0,Yes,No response,Moderate,No,No,Yes,Mastercard,Platinum,Airline miles,Yes,0,1,Other,Other,Other,No,0,Less than 2,10,199.38,8,255.65,No,Energy bar,9,No,6.6,1.89,61.05,4.11,1,13.25,2.58,116.95,4.76,Yes,34.55,3.54,221.4,5.4,No,0,#NULL!,0,#NULL!,Yes,14,2.64,98.5,4.59,0,No,No,DSL,No,Yes,No,Yes,No,Yes,20,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No
7951-FEZLEW-P7K,Zone 4,3,Female,30,25-34,January,14,High school degree,Managerial and Professional,No,1,Less than 2,No,58,4.06,$50 - $74,17.7,5.24,1.66,5.03,1.62,Yes,Highly dissatisfied,Married,12,High school degree,5,6,0,0,0,0,2,0,4,Own,Condominium/Townhouse,9,8 to 15,1,Own,Domestic,28.7,Standard,No,No,Bus,Public transportation,21,No,No,No,Yes,No,No,0,No,0,Yes,No response,Moderate,No,No,No,American Express,Platinum,None,No,6,3,Discover,Gold,1,No,6,6 to 10,16,990.82,2,92.92,No,Cereal,20,No,6.1,1.81,141.25,4.95,1,17.5,2.86,314.7,5.75,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,Yes,No,None,Yes,No,No,Yes,No,Yes,20,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
4686-ZUITAG-JEE,Zone 3,2,Female,66,>65,November,16,Some college,"Operation, Fabrication, General Labor",No,35,More than 15,No,396,5.98,$125+,20.4,21.41,3.06,59.38,4.08,Yes,Neutral,Married,17,College degree,2,1,0,0,0,0,0,1,0,Own,Mobile Home,39,More than 25,1,Own,Import,92.2,Luxury,Yes,Yes,Bus,Public transportation,19,No,No,No,Yes,No,No,0,No,0,Yes,Convenience,Slightly conservative,No,No,No,Discover,None,Other,No,38,5,Visa,Platinum,1,No,30,More than 15,7,246.37,5,181.52,No,Cereal,72,No,43.8,3.78,3043.9,8.02,1,60.75,4.11,4267.15,8.36,No,0,#NULL!,0,#NULL!,Yes,11,2.4,800,6.68,Yes,45.75,3.82,3132.3,8.05,1,No,No,Dial-up,Yes,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No
3606-RKGUFR-ZO5,Zone 2,1,Female,72,>65,June,19,College degree,Sales and Office,No,3,2 to 5,Yes,11,2.4,Under $25,6.7,0.39,-0.95,0.35,-1.05,No,Neutral,Unmarried,-1,Not married,1,4,2,0,0,2,0,0,0,Rent,Single-family,13,8 to 15,1,Lease,Domestic,6,Economy,No,Yes,Motorcycle,Single occupancy,18,No,Yes,No,No,No,No,0,No,0,No,No response,Moderate,No,No,No,American Express,Other,None,No,16,5,Discover,Gold,Other,Yes,13,11 to 15,8,180.26,6,110.9,Yes,Cereal,43,Yes,7.65,2.03,312.2,5.74,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,Dial-up,Yes,No,No,No,Yes,Yes,16,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes
3683-KFUDQK-1LJ,Zone 1,1,Female,56,50-64,October,22,Post-undergraduate degree,Managerial and Professional,No,11,11 to 15,No,175,5.16,$125+,9.8,6.89,1.93,10.26,2.33,No,Neutral,Unmarried,-1,Not married,1,5,1,4,0,0,0,0,0,Own,Single-family,29,More than 25,0,N/A,N/A,-1,N/A,N/A,No,Walk,Non-motorized,17,No,No,No,No,No,No,0,Yes,0,No,No response,Slightly liberal,No,No,Yes,Mastercard,None,Airline miles,No,13,4,Discover,Gold,1,Yes,12,11 to 15,10,506.84,6,220.01,Yes,Oatmeal,45,No,16.05,2.78,700.3,6.55,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,12.5,2.53,535,6.28,Yes,27.55,3.32,1138.85,7.04,1,Yes,Yes,Dial-up,Yes,No,No,No,Yes,Yes,21,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
8660-WIUHTN-TO5,Zone 2,1,Male,76,>65,September,16,Some college,"Precision Production, Craft, Repair",No,34,More than 15,Yes,20,3,Under $25,27.9,1.24,0.22,4.34,1.47,No,Highly satisfied,Unmarried,-1,Not married,1,1,0,1,0,0,0,0,0,Rent,Multiple-Family,14,8 to 15,1,Own,Import,8.1,Economy,No,Yes,Car,Single occupancy,22,Yes,Yes,No,No,No,No,0,No,0,Yes,No response,Conservative,No,No,Yes,Visa,Platinum,Cash back,No,20,5,Mastercard,None,1,No,17,More than 15,2,60.28,5,68.48,No,Cereal,49,No,7.55,2.02,398.7,5.99,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,13.25,2.58,680,6.52,No,0,#NULL!,0,#NULL!,1,No,No,None,No,No,No,No,Yes,Yes,24,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No
5554-NCBAIT-OK4,Zone 2,1,Male,56,50-64,August,17,College degree,Service,No,12,11 to 15,No,143,4.96,$125+,17.6,8.86,2.18,16.31,2.79,Yes,Highly satisfied,Married,13,High school degree,5,0,0,0,0,0,0,0,0,Own,Single-family,26,More than 25,5,Own,Domestic,77.4,Luxury,No,No,Car,Single occupancy,14,Yes,No,Yes,Yes,No,No,0,Yes,0,No,Convenience,Slightly liberal,No,No,Yes,Discover,Other,Other,No,34,5,American Express,Platinum,1,No,28,More than 15,4,236.16,8,445.5,No,Cereal,69,No,75.2,4.32,5394.5,8.59,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,17.5,2.86,1175,7.07,Yes,44.15,3.79,2963.15,7.99,1,Yes,No,Dial-up,Yes,No,No,Yes,Yes,Yes,11,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
0930-WZBNZG-WXV,Zone 3,3,Male,22,18-24,July,17,College degree,Sales and Office,No,0,Less than 2,No,51,3.93,$50 - $74,4.6,1.35,0.3,1,0,Yes,Somewhat satisfied,Married,17,College degree,2,4,0,4,0,0,0,0,0,Rent,Multiple-Family,1,Less than 3,2,Own,Import,18,Economy,Yes,No,Car,Single occupancy,22,Yes,No,No,No,Yes,No,0,No,0,No,Prices,Slightly conservative,No,No,Yes,American Express,Other,Cash back,No,4,2,Mastercard,Other,Airline miles,No,4,2 to 5,14,379.42,3,80.58,Yes,Cereal,13,Yes,3.6,1.28,50.5,3.92,0,0,#NULL!,0,#NULL!,Yes,27.1,3.3,324.2,5.78,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,Yes,No,Cable modem,No,No,No,No,No,Yes,17,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
0409-MMPGJY-ECA,Zone 1,1,Female,60,50-64,January,12,High school degree,"Precision Production, Craft, Repair",Yes,27,More than 15,No,79,4.37,$75 - $124,7.7,1.34,0.3,4.74,1.56,No,Somewhat dissatisfied,Unmarried,-1,Not married,1,2,2,0,0,0,0,0,0,Own,Single-family,9,8 to 15,0,N/A,N/A,-1,N/A,N/A,Yes,Motorcycle,Single occupancy,15,No,Yes,No,Yes,No,No,0,No,0,No,No response,Conservative,Yes,No,Yes,American Express,None,Cash back,No,19,5,Discover,Gold,Cash back,No,11,11 to 15,13,1249.83,11,881.78,No,Cereal,30,No,8.15,2.1,271.55,5.6,1,17,2.83,555.6,6.32,No,0,#NULL!,0,#NULL!,Yes,5.5,1.7,155,5.04,No,0,#NULL!,0,#NULL!,0,No,No,None,No,Yes,Yes,Yes,No,Yes,14,Yes,Yes,Yes,No,No,No,No,No,No,1,No,No
2786-NHGXMF-0VU,Zone 2,1,Male,72,>65,July,11,Did not complete high school,Service,No,33,More than 15,Yes,15,2.71,Under $25,19.1,0.67,-0.4,2.19,0.78,No,Neutral,Married,8,Did not complete high school,2,12,1,0,0,0,0,0,11,Own,Single-family,31,More than 25,1,Own,Import,8.5,Economy,No,Yes,Train/Subway,Public transportation,18,No,No,No,No,Yes,No,0,Yes,0,No,No response,Extremely liberal,Yes,Yes,No,Discover,Platinum,None,No,40,5,Visa,Gold,Other,No,30,More than 15,8,162.96,1,16.71,No,Cereal,72,No,30.25,3.41,2278.35,7.73,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,28.75,3.36,1975,7.59,No,0,#NULL!,0,#NULL!,1,No,No,None,No,No,No,No,No,Yes,17,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
3037-ZAKGGU-GUX,Zone 1,1,Female,45,35-49,June,12,High school degree,Sales and Office,No,2,2 to 5,No,30,3.4,$25 - $49,12.3,1.09,0.08,2.6,0.96,Yes,Highly satisfied,Married,14,High school degree,4,6,0,0,0,0,0,0,6,Own,Single-family,10,8 to 15,3,Lease,Domestic,15.2,Economy,Yes,Yes,Car,Single occupancy,16,Yes,No,No,No,No,No,1,No,0,Yes,No response,Slightly conservative,No,No,No,Mastercard,Gold,Other,No,9,3,Other,Gold,Airline miles,No,7,6 to 10,7,172.37,4,164.44,Yes,Energy bar,18,No,7.4,2,110.05,4.7,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
